城市,年月,最高温,最低温,平均气温
楚雄,2024-03,27.0,7.0,24.8
楚雄,2024-04,30.0,13.0,27.5
楚雄,2024-05,30.0,13.0,26.6
楚雄,2024-06,31.0,16.0,27.1
楚雄,2024-07,30.0,17.0,26.0
楚雄,2024-08,30.0,17.0,26.7
楚雄,2024-09,27.0,14.0,25.1
楚雄,2024-10,25.0,12.0,21.7
楚雄,2024-11,23.0,4.0,18.2
榆林,2023-12,16.0,-25.0,0.1
榆林,2024-01,8.0,-21.0,0.5
榆林,2024-02,14.0,-14.0,2.1
榆林,2024-03,25.0,-10.0,12.3
榆林,2024-04,28.0,2.0,20.6
榆林,2024-05,33.0,8.0,26.4
榆林,2024-06,36.0,12.0,29.1
榆林,2024-07,36.0,16.0,31.6
榆林,2024-08,33.0,14.0,27.4
榆林,2024-09,27.0,1.0,21.5
榆林,2024-10,21.0,0.0,16.0
榆林,2024-11,17.0,-7.0,8.2
武威,2023-12,16.0,-19.0,2.9
武威,2024-01,14.0,-20.0,2.5
武威,2024-02,19.0,-14.0,1.7
武威,2024-03,29.0,-13.0,12.7
武威,2024-04,27.0,2.0,19.3
武威,2024-05,35.0,8.0,26.8
武威,2024-06,33.0,12.0,27.8
武威,2024-07,35.0,14.0,28.7
武威,2024-08,34.0,14.0,29.1
武威,2024-09,30.0,1.0,20.3
武威,2024-10,24.0,-2.0,17.5
武威,2024-11,21.0,-14.0,9.4
武汉,2023-12,24.0,-5.0,10.3
武汉,2024-01,20.0,-6.0,9.5
武汉,2024-02,26.0,-4.0,8.1
武汉,2024-03,31.0,1.0,18.6
武汉,2024-04,30.0,11.0,23.5
武汉,2024-05,35.0,14.0,27.7
武汉,2024-06,37.0,18.0,29.5
武汉,2024-07,39.0,22.0,33.9
武汉,2024-08,38.0,23.0,35.3
武汉,2024-09,38.0,15.0,32.5
武汉,2024-10,29.0,8.0,23.7
武汉,2024-11,26.0,0.0,18.9
毕节,2023-12,26.0,-3.0,11.1
毕节,2024-01,22.0,-3.0,8.9
毕节,2024-02,29.0,-1.0,10.9
毕节,2024-03,29.0,1.0,17.3
毕节,2024-04,31.0,9.0,21.6
毕节,2024-05,31.0,8.0,21.6
毕节,2024-06,29.0,14.0,23.1
毕节,2024-07,32.0,15.0,28.7
毕节,2024-08,33.0,15.0,29.8
毕节,2024-09,32.0,10.0,27.0
毕节,2024-10,26.0,7.0,18.4
毕节,2024-11,25.0,2.0,14.4
汕头,2023-12,29.0,7.0,21.3
汕头,2024-01,24.0,4.0,19.2
汕头,2024-02,28.0,9.0,21.1
汕头,2024-03,32.0,9.0,22.2
汕头,2024-04,33.0,19.0,27.1
汕头,2024-05,33.0,18.0,27.4
汕头,2024-06,34.0,22.0,30.8
汕头,2024-07,37.0,26.0,33.1
汕头,2024-08,37.0,26.0,33.5
汕头,2024-09,36.0,24.0,32.8
汕头,2024-10,34.0,21.0,29.5
汕头,2024-11,30.0,13.0,25.6
汕尾,2023-12,29.0,7.0,22.0
汕尾,2024-01,26.0,5.0,20.8
汕尾,2024-02,28.0,10.0,22.4
汕尾,2024-03,31.0,10.0,22.6
汕尾,2024-04,29.0,19.0,26.7
汕尾,2024-05,32.0,20.0,27.7
汕尾,2024-06,33.0,22.0,29.7
汕尾,2024-07,34.0,25.0,31.7
汕尾,2024-08,34.0,24.0,31.0
汕尾,2024-09,35.0,24.0,31.7
汕尾,2024-10,33.0,20.0,29.8
汕尾,2024-11,31.0,13.0,25.8
池州,2023-12,23.0,-6.0,9.6
池州,2024-01,20.0,-6.0,8.9
池州,2024-02,27.0,-2.0,8.2
池州,2024-03,31.0,-3.0,17.3
池州,2024-04,30.0,9.0,22.3
池州,2024-05,34.0,11.0,26.6
池州,2024-06,35.0,16.0,28.9
池州,2024-07,38.0,23.0,33.6
池州,2024-08,38.0,24.0,35.4
池州,2024-09,38.0,16.0,31.6
池州,2024-10,29.0,8.0,21.8
池州,2024-11,25.0,3.0,18.0
沈阳,2023-12,14.0,-27.0,-3.4
沈阳,2024-01,4.0,-24.0,-3.7
沈阳,2024-02,13.0,-22.0,-1.0
沈阳,2024-03,16.0,-12.0,8.2
沈阳,2024-04,25.0,-2.0,19.1
沈阳,2024-05,29.0,6.0,23.6
沈阳,2024-06,34.0,10.0,29.0
沈阳,2024-07,33.0,17.0,28.9
沈阳,2024-08,33.0,16.0,30.4
沈阳,2024-09,30.0,6.0,23.5
沈阳,2024-10,23.0,-4.0,16.9
沈阳,2024-11,19.0,-11.0,8.7
沧州,2023-12,20.0,-22.0,2.4
沧州,2024-01,8.0,-15.0,3.0
沧州,2024-02,18.0,-10.0,5.7
沧州,2024-03,24.0,-2.0,15.5
沧州,2024-04,29.0,4.0,22.1
沧州,2024-05,34.0,11.0,27.7
沧州,2024-06,41.0,16.0,34.2
沧州,2024-07,39.0,17.0,32.1
沧州,2024-08,35.0,18.0,31.8
沧州,2024-09,31.0,7.0,26.3
沧州,2024-10,27.0,2.0,20.2
沧州,2024-11,22.0,-6.0,14.2
河池地区,2023-12,28.0,3.0,17.8
河池地区,2024-01,24.0,2.0,14.2
河池地区,2024-02,32.0,4.0,16.5
河池地区,2024-03,31.0,8.0,21.7
河池地区,2024-04,37.0,16.0,27.8
河池地区,2024-05,34.0,17.0,27.2
河池地区,2024-06,35.0,21.0,29.6
河池地区,2024-07,39.0,24.0,32.9
河池地区,2024-08,36.0,25.0,32.9
河池地区,2024-09,37.0,21.0,32.8
河池地区,2024-10,31.0,14.0,27.0
河池地区,2024-11,31.0,11.0,24.7
河源,2023-12,30.0,1.0,18.9
河源,2024-01,27.0,0.0,18.9
河源,2024-02,31.0,4.0,19.7
河源,2024-03,31.0,5.0,22.1
河源,2024-04,31.0,18.0,26.5
河源,2024-05,32.0,18.0,27.6
河源,2024-06,35.0,20.0,30.4
河源,2024-07,38.0,23.0,33.3
河源,2024-08,38.0,24.0,33.5
河源,2024-09,37.0,19.0,32.7
河源,2024-10,34.0,15.0,28.4
河源,2024-11,29.0,9.0,23.4
泉州,2023-12,30.0,5.0,18.8
泉州,2024-01,25.0,4.0,17.1
泉州,2024-02,28.0,7.0,17.9
泉州,2024-03,30.0,7.0,20.1
泉州,2024-04,32.0,15.0,24.8
泉州,2024-05,31.0,16.0,25.8
泉州,2024-06,33.0,19.0,29.4
泉州,2024-07,38.0,25.0,33.8
泉州,2024-08,36.0,25.0,32.4
泉州,2024-09,34.0,22.0,30.9
泉州,2024-10,31.0,19.0,27.3
泉州,2024-11,30.0,10.0,23.0
泰安,2023-12,19.0,-14.0,5.0
泰安,2024-01,11.0,-12.0,5.4
泰安,2024-02,20.0,-9.0,6.4
泰安,2024-03,24.0,-4.0,15.9
泰安,2024-04,29.0,6.0,23.7
泰安,2024-05,35.0,11.0,28.5
泰安,2024-06,39.0,16.0,33.5
泰安,2024-07,36.0,19.0,31.0
泰安,2024-08,36.0,22.0,32.8
泰安,2024-09,34.0,11.0,28.8
泰安,2024-10,27.0,5.0,20.9
泰安,2024-11,23.0,-4.0,14.9
泰州,2023-12,23.0,-7.0,8.6
泰州,2024-01,16.0,-7.0,7.5
泰州,2024-02,22.0,-3.0,7.7
泰州,2024-03,28.0,-1.0,15.0
泰州,2024-04,26.0,5.0,20.7
泰州,2024-05,32.0,10.0,25.7
泰州,2024-06,34.0,16.0,29.2
泰州,2024-07,38.0,20.0,33.5
泰州,2024-08,38.0,24.0,34.5
泰州,2024-09,36.0,18.0,30.3
泰州,2024-10,28.0,8.0,21.1
泰州,2024-11,26.0,1.0,17.1
洛阳,2023-12,23.0,-8.0,6.4
洛阳,2024-01,17.0,-8.0,6.1
洛阳,2024-02,19.0,-7.0,6.9
洛阳,2024-03,30.0,-2.0,16.5
洛阳,2024-04,31.0,8.0,22.7
洛阳,2024-05,37.0,11.0,28.5
洛阳,2024-06,41.0,18.0,33.0
洛阳,2024-07,36.0,19.0,30.4
洛阳,2024-08,35.0,19.0,31.7
洛阳,2024-09,36.0,12.0,27.2
洛阳,2024-10,27.0,4.0,20.3
洛阳,2024-11,22.0,0.0,14.3
济南,2023-12,23.0,-15.0,4.5
济南,2024-01,13.0,-10.0,5.0
济南,2024-02,20.0,-7.0,6.2
济南,2024-03,26.0,-2.0,16.1
济南,2024-04,31.0,8.0,24.0
济南,2024-05,37.0,13.0,28.5
济南,2024-06,40.0,19.0,34.5
济南,2024-07,37.0,17.0,31.7
济南,2024-08,36.0,20.0,32.6
济南,2024-09,34.0,10.0,27.9
济南,2024-10,28.0,5.0,20.9
济南,2024-11,24.0,-3.0,15.0
济宁,2023-12,20.0,-10.0,5.6
济宁,2024-01,13.0,-8.0,6.1
济宁,2024-02,19.0,-6.0,6.8
济宁,2024-03,26.0,-2.0,15.8
济宁,2024-04,29.0,8.0,23.6
济宁,2024-05,35.0,11.0,28.6
济宁,2024-06,39.0,20.0,33.9
济宁,2024-07,38.0,20.0,31.9
济宁,2024-08,37.0,22.0,33.5
济宁,2024-09,35.0,11.0,29.0
济宁,2024-10,27.0,5.0,21.5
济宁,2024-11,23.0,-1.0,15.2
济源,2023-12,25.0,-12.0,7.8
济源,2024-01,18.0,-6.0,7.0
济源,2024-02,20.0,-6.0,7.7
济源,2024-03,27.0,-2.0,17.3
济源,2024-04,31.0,5.0,23.5
济源,2024-05,38.0,12.0,29.8
济源,2024-06,42.0,18.0,34.9
济源,2024-07,38.0,19.0,31.9
济源,2024-08,36.0,18.0,33.1
济源,2024-09,37.0,11.0,28.6
济源,2024-10,28.0,2.0,21.9
济源,2024-11,23.0,-1.0,15.9
海口,2023-12,30.0,10.0,22.5
海口,2024-01,26.0,9.0,22.1
海口,2024-02,33.0,11.0,24.5
海口,2024-03,35.0,12.0,26.5
海口,2024-04,41.0,22.0,34.0
海口,2024-05,36.0,24.0,30.7
海口,2024-06,37.0,25.0,33.6
海口,2024-07,36.0,25.0,33.1
海口,2024-08,36.0,25.0,33.8
海口,2024-09,35.0,23.0,31.1
海口,2024-10,33.0,20.0,28.8
海口,2024-11,30.0,16.0,25.3
淄博,2023-12,23.0,-16.0,4.3
淄博,2024-01,12.0,-12.0,4.8
淄博,2024-02,21.0,-9.0,6.1
淄博,2024-03,24.0,-5.0,15.8
淄博,2024-04,31.0,4.0,24.0
淄博,2024-05,37.0,9.0,28.9
淄博,2024-06,40.0,15.0,34.8
淄博,2024-07,37.0,18.0,32.3
淄博,2024-08,36.0,20.0,32.8
淄博,2024-09,34.0,11.0,28.5
淄博,2024-10,28.0,4.0,21.3
淄博,2024-11,24.0,-4.0,15.4
淮北,2023-12,23.0,-8.0,7.0
淮北,2024-01,14.0,-7.0,6.6
淮北,2024-02,22.0,-7.0,6.8
淮北,2024-03,25.0,0.0,15.3
淮北,2024-04,28.0,5.0,22.3
淮北,2024-05,35.0,11.0,28.6
淮北,2024-06,39.0,18.0,34.0
淮北,2024-07,37.0,20.0,32.3
淮北,2024-08,37.0,22.0,34.0
淮北,2024-09,36.0,13.0,29.3
淮北,2024-10,28.0,6.0,21.5
淮北,2024-11,23.0,0.0,16.1
淮南,2023-12,24.0,-8.0,8.0
淮南,2024-01,18.0,-7.0,7.6
淮南,2024-02,24.0,-7.0,6.8
淮南,2024-03,30.0,0.0,15.8
淮南,2024-04,28.0,7.0,21.7
淮南,2024-05,34.0,11.0,27.3
淮南,2024-06,37.0,16.0,31.2
淮南,2024-07,38.0,21.0,32.4
淮南,2024-08,38.0,23.0,34.5
淮南,2024-09,36.0,14.0,29.6
淮南,2024-10,27.0,7.0,21.6
淮南,2024-11,24.0,2.0,16.7
深圳,2023-12,30.0,5.0,21.8
深圳,2024-01,27.0,4.0,21.3
深圳,2024-02,29.0,9.0,22.4
深圳,2024-03,31.0,8.0,23.7
深圳,2024-04,32.0,20.0,28.4
深圳,2024-05,32.0,21.0,28.4
深圳,2024-06,33.0,24.0,30.2
深圳,2024-07,35.0,25.0,31.9
深圳,2024-08,36.0,25.0,31.8
深圳,2024-09,34.0,23.0,31.7
深圳,2024-10,34.0,20.0,29.8
深圳,2024-11,31.0,13.0,24.5
清远,2023-12,28.0,3.0,18.9
清远,2024-01,27.0,2.0,18.4
清远,2024-02,26.0,6.0,17.9
清远,2024-03,31.0,6.0,21.8
清远,2024-04,32.0,17.0,26.4
清远,2024-05,33.0,18.0,27.9
清远,2024-06,34.0,23.0,30.8
清远,2024-07,37.0,25.0,33.5
清远,2024-08,37.0,24.0,33.6
清远,2024-09,37.0,20.0,32.6
清远,2024-10,33.0,16.0,28.9
清远,2024-11,31.0,12.0,24.4
温州,2023-12,25.0,-2.0,15.8
温州,2024-01,23.0,-4.0,14.7
温州,2024-02,25.0,2.0,14.3
温州,2024-03,30.0,2.0,19.2
温州,2024-04,32.0,12.0,23.4
温州,2024-05,33.0,13.0,26.3
温州,2024-06,37.0,16.0,28.0
温州,2024-07,37.0,24.0,34.7
温州,2024-08,39.0,24.0,35.3
温州,2024-09,36.0,18.0,31.8
温州,2024-10,31.0,13.0,25.3
温州,2024-11,27.0,6.0,21.7
渭南,2023-12,22.0,-9.0,5.7
渭南,2024-01,13.0,-11.0,4.1
渭南,2024-02,15.0,-7.0,5.1
渭南,2024-03,26.0,-2.0,15.5
渭南,2024-04,32.0,8.0,24.9
渭南,2024-05,39.0,9.0,30.5
渭南,2024-06,43.0,15.0,34.0
渭南,2024-07,38.0,20.0,31.3
渭南,2024-08,39.0,19.0,34.7
渭南,2024-09,39.0,11.0,32.1
渭南,2024-10,28.0,3.0,21.6
渭南,2024-11,20.0,-5.0,14.4
湖州,2023-12,24.0,-6.0,10.3
湖州,2024-01,21.0,-5.0,8.9
湖州,2024-02,25.0,-2.0,8.4
湖州,2024-03,31.0,-2.0,16.2
湖州,2024-04,27.0,9.0,21.2
湖州,2024-05,34.0,11.0,26.3
湖州,2024-06,34.0,17.0,27.9
湖州,2024-07,39.0,24.0,35.2
湖州,2024-08,40.0,24.0,36.0
湖州,2024-09,37.0,18.0,31.0
湖州,2024-10,31.0,10.0,21.7
湖州,2024-11,24.0,2.0,18.0
湘潭,2023-12,24.0,-3.0,12.7
湘潭,2024-01,22.0,-6.0,10.1
湘潭,2024-02,29.0,-2.0,8.9
湘潭,2024-03,32.0,3.0,18.5
湘潭,2024-04,33.0,13.0,23.3
湘潭,2024-05,35.0,13.0,26.7
湘潭,2024-06,34.0,18.0,28.3
湘潭,2024-07,41.0,22.0,35.6
湘潭,2024-08,39.0,24.0,35.2
湘潭,2024-09,40.0,18.0,33.0
湘潭,2024-10,32.0,8.0,23.5
湘潭,2024-11,28.0,5.0,19.7
湛江,2023-12,28.0,7.0,21.7
湛江,2024-01,25.0,5.0,20.2
湛江,2024-02,29.0,7.0,21.8
湛江,2024-03,33.0,8.0,23.2
湛江,2024-04,38.0,22.0,30.6
湛江,2024-05,34.0,22.0,28.5
湛江,2024-06,35.0,24.0,32.1
湛江,2024-07,35.0,24.0,31.7
湛江,2024-08,36.0,25.0,32.6
湛江,2024-09,35.0,22.0,31.3
湛江,2024-10,35.0,19.0,29.2
湛江,2024-11,32.0,14.0,26.5
滁州,2023-12,23.0,-8.0,8.8
滁州,2024-01,18.0,-7.0,8.0
滁州,2024-02,24.0,-6.0,7.3
滁州,2024-03,30.0,-1.0,16.0
滁州,2024-04,28.0,6.0,21.8
滁州,2024-05,33.0,11.0,26.5
滁州,2024-06,36.0,17.0,30.7
滁州,2024-07,38.0,21.0,32.6
滁州,2024-08,38.0,24.0,35.3
滁州,2024-09,38.0,15.0,30.2
滁州,2024-10,27.0,5.0,21.3
滁州,2024-11,25.0,0.0,17.0
滨州,2023-12,22.0,-18.0,3.3
滨州,2024-01,9.0,-11.0,3.2
滨州,2024-02,21.0,-9.0,5.9
滨州,2024-03,24.0,-4.0,15.2
滨州,2024-04,30.0,3.0,22.9
滨州,2024-05,35.0,10.0,28.0
滨州,2024-06,41.0,15.0,34.1
滨州,2024-07,37.0,18.0,31.9
滨州,2024-08,36.0,18.0,32.4
滨州,2024-09,34.0,10.0,27.7
滨州,2024-10,28.0,4.0,20.7
滨州,2024-11,23.0,-5.0,15.0
漯河,2023-12,23.0,-9.0,8.1
漯河,2024-01,15.0,-8.0,7.7
漯河,2024-02,21.0,-9.0,7.6
漯河,2024-03,28.0,0.0,17.1
漯河,2024-04,31.0,4.0,23.3
漯河,2024-05,37.0,10.0,30.4
漯河,2024-06,41.0,19.0,34.1
漯河,2024-07,38.0,20.0,32.2
漯河,2024-08,36.0,22.0,33.8
漯河,2024-09,38.0,11.0,29.4
漯河,2024-10,30.0,7.0,23.0
漯河,2024-11,24.0,0.0,16.9
漳州,2023-12,31.0,5.0,21.1
漳州,2024-01,26.0,3.0,19.3
漳州,2024-02,30.0,7.0,20.6
漳州,2024-03,32.0,8.0,22.0
漳州,2024-04,32.0,17.0,26.4
漳州,2024-05,33.0,17.0,27.3
漳州,2024-06,36.0,19.0,30.8
漳州,2024-07,39.0,25.0,34.4
漳州,2024-08,39.0,25.0,34.2
漳州,2024-09,36.0,23.0,33.3
漳州,2024-10,33.0,19.0,29.3
漳州,2024-11,33.0,9.0,25.5
潍坊,2023-12,24.0,-12.0,4.6
潍坊,2024-01,11.0,-10.0,4.2
潍坊,2024-02,21.0,-7.0,5.5
潍坊,2024-03,24.0,-3.0,14.7
潍坊,2024-04,29.0,3.0,22.8
潍坊,2024-05,35.0,11.0,27.4
潍坊,2024-06,39.0,16.0,32.9
潍坊,2024-07,37.0,19.0,31.4
潍坊,2024-08,37.0,21.0,33.0
潍坊,2024-09,35.0,12.0,28.4
潍坊,2024-10,26.0,5.0,20.7
潍坊,2024-11,24.0,-4.0,14.8
潮州,2023-12,30.0,5.0,21.8
潮州,2024-01,26.0,2.0,20.0
潮州,2024-02,29.0,6.0,21.3
潮州,2024-03,32.0,5.0,22.8
潮州,2024-04,33.0,17.0,26.8
潮州,2024-05,33.0,16.0,27.7
潮州,2024-06,34.0,21.0,30.5
潮州,2024-07,37.0,24.0,32.8
潮州,2024-08,37.0,24.0,33.5
潮州,2024-09,36.0,23.0,32.9
潮州,2024-10,33.0,19.0,29.2
潮州,2024-11,32.0,8.0,26.1
澳门,2023-12,27.0,7.0,21.0
澳门,2024-01,26.0,5.0,19.8
澳门,2024-02,27.0,9.0,21.9
澳门,2024-03,29.0,11.0,22.3
澳门,2024-04,31.0,21.0,28.1
澳门,2024-05,30.0,22.0,28.1
澳门,2024-06,34.0,24.0,30.7
澳门,2024-07,35.0,26.0,32.6
澳门,2024-08,35.0,26.0,32.2
澳门,2024-09,34.0,23.0,31.4
澳门,2024-10,32.0,21.0,29.5
澳门,2024-11,29.0,13.0,24.7
濮阳,2023-12,21.0,-13.0,4.8
濮阳,2024-01,12.0,-10.0,5.0
濮阳,2024-02,19.0,-7.0,6.8
濮阳,2024-03,24.0,-1.0,16.4
濮阳,2024-04,30.0,5.0,23.0
濮阳,2024-05,35.0,11.0,28.1
濮阳,2024-06,39.0,18.0,34.2
濮阳,2024-07,36.0,18.0,31.3
濮阳,2024-08,35.0,20.0,32.8
濮阳,2024-09,35.0,10.0,27.7
濮阳,2024-10,28.0,3.0,21.4
濮阳,2024-11,22.0,-2.0,15.4
烟台,2023-12,19.0,-10.0,3.5
烟台,2024-01,9.0,-10.0,3.1
烟台,2024-02,18.0,-5.0,3.4
烟台,2024-03,20.0,-5.0,11.3
烟台,2024-04,26.0,4.0,19.2
烟台,2024-05,30.0,11.0,23.2
烟台,2024-06,35.0,15.0,27.7
烟台,2024-07,35.0,19.0,28.7
烟台,2024-08,34.0,20.0,30.4
烟台,2024-09,32.0,15.0,26.0
烟台,2024-10,24.0,8.0,18.7
烟台,2024-11,23.0,-3.0,13.5
焦作,2023-12,23.0,-9.0,7.6
焦作,2024-01,16.0,-9.0,5.8
焦作,2024-02,17.0,-6.0,6.2
焦作,2024-03,26.0,-1.0,15.8
焦作,2024-04,29.0,7.0,22.3
焦作,2024-05,35.0,12.0,27.7
焦作,2024-06,40.0,21.0,33.1
焦作,2024-07,34.0,20.0,30.1
焦作,2024-08,35.0,19.0,31.7
焦作,2024-09,35.0,11.0,27.0
焦作,2024-10,27.0,4.0,20.1
焦作,2024-11,21.0,1.0,14.4
牡丹江,2023-12,4.0,-28.0,-9.4
牡丹江,2024-01,0.0,-27.0,-9.3
牡丹江,2024-02,10.0,-27.0,-3.5
牡丹江,2024-03,14.0,-17.0,3.1
牡丹江,2024-04,29.0,-5.0,17.3
牡丹江,2024-05,29.0,3.0,19.5
牡丹江,2024-06,31.0,9.0,23.7
牡丹江,2024-07,32.0,12.0,27.7
牡丹江,2024-08,32.0,13.0,28.0
牡丹江,2024-09,29.0,2.0,22.0
牡丹江,2024-10,23.0,-7.0,13.9
牡丹江,2024-11,17.0,-15.0,2.9
玉林,2023-12,28.0,3.0,19.0
玉林,2024-01,26.0,3.0,18.0
玉林,2024-02,28.0,6.0,17.6
玉林,2024-03,31.0,7.0,22.1
玉林,2024-04,33.0,17.0,27.9
玉林,2024-05,33.0,21.0,28.3
玉林,2024-06,34.0,23.0,31.2
玉林,2024-07,38.0,25.0,33.3
玉林,2024-08,37.0,24.0,33.1
玉林,2024-09,36.0,21.0,32.1
玉林,2024-10,34.0,16.0,29.1
玉林,2024-11,33.0,11.0,26.3
玉溪,2023-12,22.0,2.0,17.5
玉溪,2024-01,20.0,1.0,16.6
玉溪,2024-02,24.0,3.0,20.3
玉溪,2024-03,27.0,6.0,24.4
玉溪,2024-04,30.0,12.0,28.4
玉溪,2024-05,29.0,12.0,26.6
玉溪,2024-06,30.0,17.0,26.3
玉溪,2024-07,31.0,16.0,26.5
玉溪,2024-08,30.0,16.0,27.1
玉溪,2024-09,29.0,12.0,25.8
玉溪,2024-10,26.0,10.0,22.5
玉溪,2024-11,23.0,4.0,18.6
珠海,2023-12,28.0,7.0,20.7
珠海,2024-01,25.0,4.0,19.7
珠海,2024-02,26.0,9.0,20.8
珠海,2024-03,30.0,8.0,23.0
珠海,2024-04,33.0,21.0,28.4
珠海,2024-05,31.0,21.0,27.9
珠海,2024-06,33.0,23.0,30.3
珠海,2024-07,35.0,26.0,31.9
珠海,2024-08,36.0,25.0,32.2
珠海,2024-09,35.0,22.0,31.5
珠海,2024-10,33.0,22.0,29.0
珠海,2024-11,29.0,14.0,24.3
白城,2023-12,3.0,-30.0,-7.9
白城,2024-01,0.0,-22.0,-6.9
白城,2024-02,10.0,-22.0,-1.7
白城,2024-03,13.0,-17.0,5.3
白城,2024-04,27.0,-6.0,17.6
白城,2024-05,30.0,7.0,21.7
白城,2024-06,31.0,10.0,26.6
白城,2024-07,32.0,14.0,28.4
白城,2024-08,32.0,15.0,27.0
白城,2024-09,29.0,3.0,23.1
白城,2024-10,22.0,-5.0,14.1
白城,2024-11,11.0,-13.0,3.4
白山,2023-12,8.0,-33.0,-5.6
白山,2024-01,1.0,-28.0,-5.0
白山,2024-02,8.0,-24.0,-0.1
白山,2024-03,14.0,-18.0,4.6
白山,2024-04,26.0,-5.0,17.3
白山,2024-05,27.0,1.0,20.1
白山,2024-06,31.0,7.0,25.3
白山,2024-07,31.0,14.0,27.3
白山,2024-08,31.0,12.0,28.6
白山,2024-09,28.0,2.0,22.0
白山,2024-10,25.0,-6.0,14.7
白山,2024-11,19.0,-15.0,5.4
白银,2023-12,12.0,-17.0,3.1
白银,2024-01,10.0,-18.0,2.2
白银,2024-02,13.0,-12.0,2.3
白银,2024-03,25.0,-12.0,12.1
白银,2024-04,26.0,2.0,18.0
白银,2024-05,33.0,6.0,24.7
白银,2024-06,32.0,9.0,25.8
白银,2024-07,35.0,14.0,28.9
白银,2024-08,34.0,13.0,28.1
白银,2024-09,30.0,2.0,20.5
白银,2024-10,22.0,-1.0,15.5
白银,2024-11,16.0,-11.0,9.1
百色,2023-12,31.0,5.0,20.7
百色,2024-01,28.0,5.0,18.0
百色,2024-02,34.0,8.0,21.6
百色,2024-03,36.0,10.0,25.6
百色,2024-04,39.0,19.0,32.3
百色,2024-05,37.0,21.0,29.7
百色,2024-06,36.0,24.0,31.9
百色,2024-07,38.0,25.0,33.2
百色,2024-08,36.0,24.0,33.4
百色,2024-09,37.0,21.0,32.3
百色,2024-10,32.0,15.0,28.3
百色,2024-11,31.0,12.0,25.9
益阳,2023-12,25.0,-2.0,11.7
益阳,2024-01,22.0,-4.0,9.5
益阳,2024-02,28.0,-3.0,8.6
益阳,2024-03,31.0,3.0,17.8
益阳,2024-04,31.0,13.0,21.9
益阳,2024-05,35.0,14.0,26.6
益阳,2024-06,35.0,18.0,27.5
