城市,年月,最高温,最低温,平均气温
益阳,2024-07,39.0,23.0,34.3
益阳,2024-08,39.0,23.0,34.2
益阳,2024-09,39.0,17.0,31.3
益阳,2024-10,29.0,11.0,22.0
益阳,2024-11,25.0,5.0,18.5
盐城,2023-12,23.0,-8.0,7.8
盐城,2024-01,14.0,-8.0,6.7
盐城,2024-02,22.0,-4.0,7.2
盐城,2024-03,27.0,-2.0,14.4
盐城,2024-04,26.0,6.0,20.7
盐城,2024-05,31.0,9.0,25.3
盐城,2024-06,34.0,16.0,29.5
盐城,2024-07,37.0,20.0,32.7
盐城,2024-08,38.0,24.0,34.3
盐城,2024-09,35.0,16.0,29.5
盐城,2024-10,27.0,6.0,21.5
盐城,2024-11,23.0,0.0,16.8
盘锦,2023-12,12.0,-21.0,-2.1
盘锦,2024-01,5.0,-19.0,-1.9
盘锦,2024-02,9.0,-19.0,-0.1
盘锦,2024-03,14.0,-9.0,8.3
盘锦,2024-04,24.0,1.0,17.5
盘锦,2024-05,28.0,10.0,22.7
盘锦,2024-06,30.0,14.0,26.8
盘锦,2024-07,32.0,20.0,28.1
盘锦,2024-08,33.0,19.0,29.5
盘锦,2024-09,29.0,7.0,23.4
盘锦,2024-10,22.0,-2.0,16.5
盘锦,2024-11,19.0,-9.0,9.9
眉山,2023-12,18.0,0.0,12.6
眉山,2024-01,17.0,-1.0,11.5
眉山,2024-02,21.0,2.0,12.9
眉山,2024-03,29.0,5.0,19.5
眉山,2024-04,32.0,13.0,24.7
眉山,2024-05,36.0,13.0,27.6
眉山,2024-06,35.0,18.0,28.7
眉山,2024-07,36.0,22.0,29.9
眉山,2024-08,39.0,22.0,35.0
眉山,2024-09,37.0,14.0,31.6
眉山,2024-10,27.0,13.0,21.0
眉山,2024-11,24.0,6.0,16.8
石嘴山,2023-12,16.0,-24.0,1.3
石嘴山,2024-01,10.0,-22.0,1.1
石嘴山,2024-02,16.0,-16.0,3.2
石嘴山,2024-03,26.0,-15.0,14.3
石嘴山,2024-04,29.0,-2.0,21.9
石嘴山,2024-05,35.0,5.0,28.0
石嘴山,2024-06,36.0,9.0,29.2
石嘴山,2024-07,37.0,12.0,32.5
石嘴山,2024-08,34.0,11.0,29.1
石嘴山,2024-09,29.0,-2.0,21.3
石嘴山,2024-10,23.0,-2.0,18.0
石嘴山,2024-11,17.0,-9.0,9.9
石家庄,2023-12,24.0,-15.0,3.3
石家庄,2024-01,9.0,-10.0,3.9
石家庄,2024-02,14.0,-8.0,5.6
石家庄,2024-03,25.0,-3.0,16.3
石家庄,2024-04,30.0,7.0,22.7
石家庄,2024-05,35.0,9.0,28.0
石家庄,2024-06,41.0,18.0,34.8
石家庄,2024-07,38.0,19.0,31.7
石家庄,2024-08,35.0,18.0,31.5
石家庄,2024-09,32.0,11.0,26.1
石家庄,2024-10,26.0,2.0,19.8
石家庄,2024-11,24.0,0.0,14.4
石河子,2023-12,5.0,-26.0,-6.5
石河子,2024-01,-2.0,-24.0,-9.0
石河子,2024-02,1.0,-28.0,-8.5
石河子,2024-03,20.0,-15.0,6.9
石河子,2024-04,28.0,0.0,19.3
石河子,2024-05,36.0,9.0,27.2
石河子,2024-06,38.0,13.0,31.9
石河子,2024-07,38.0,14.0,32.7
石河子,2024-08,38.0,13.0,32.1
石河子,2024-09,30.0,1.0,22.4
石河子,2024-10,24.0,0.0,16.4
石河子,2024-11,16.0,-11.0,3.4
福州,2023-12,29.0,3.0,18.0
福州,2024-01,25.0,1.0,17.2
福州,2024-02,32.0,6.0,17.7
福州,2024-03,34.0,6.0,20.8
福州,2024-04,34.0,14.0,25.9
福州,2024-05,33.0,15.0,27.1
福州,2024-06,37.0,17.0,30.9
福州,2024-07,40.0,25.0,36.4
福州,2024-08,39.0,26.0,34.8
福州,2024-09,37.0,21.0,32.2
福州,2024-10,33.0,18.0,26.7
福州,2024-11,29.0,10.0,22.6
秦皇岛,2023-12,14.0,-18.0,1.1
秦皇岛,2024-01,6.0,-17.0,0.6
秦皇岛,2024-02,12.0,-12.0,2.1
秦皇岛,2024-03,16.0,-5.0,9.5
秦皇岛,2024-04,24.0,2.0,16.4
秦皇岛,2024-05,29.0,10.0,22.5
秦皇岛,2024-06,35.0,13.0,26.2
秦皇岛,2024-07,36.0,17.0,28.5
秦皇岛,2024-08,34.0,18.0,29.6
秦皇岛,2024-09,29.0,6.0,24.5
秦皇岛,2024-10,24.0,0.0,18.5
秦皇岛,2024-11,19.0,-8.0,12.4
绍兴,2023-12,26.0,-4.0,11.5
绍兴,2024-01,23.0,-4.0,11.3
绍兴,2024-02,27.0,0.0,10.5
绍兴,2024-03,32.0,0.0,18.5
绍兴,2024-04,30.0,10.0,22.1
绍兴,2024-05,34.0,11.0,26.5
绍兴,2024-06,35.0,16.0,27.6
绍兴,2024-07,40.0,26.0,36.2
绍兴,2024-08,40.0,25.0,36.2
绍兴,2024-09,37.0,19.0,30.5
绍兴,2024-10,33.0,11.0,22.3
绍兴,2024-11,23.0,3.0,18.4
绥化,2023-12,0.0,-30.0,-13.1
绥化,2024-01,-7.0,-32.0,-13.7
绥化,2024-02,4.0,-28.0,-6.8
绥化,2024-03,12.0,-18.0,1.7
绥化,2024-04,23.0,-5.0,15.2
绥化,2024-05,27.0,4.0,19.2
绥化,2024-06,30.0,11.0,23.1
绥化,2024-07,31.0,16.0,28.5
绥化,2024-08,30.0,13.0,26.7
绥化,2024-09,28.0,3.0,21.1
绥化,2024-10,21.0,-4.0,12.0
绥化,2024-11,8.0,-18.0,0.8
绵阳,2023-12,18.0,0.0,11.4
绵阳,2024-01,17.0,-1.0,10.8
绵阳,2024-02,19.0,1.0,11.5
绵阳,2024-03,27.0,5.0,18.1
绵阳,2024-04,30.0,13.0,24.1
绵阳,2024-05,34.0,13.0,27.3
绵阳,2024-06,34.0,18.0,28.8
绵阳,2024-07,35.0,21.0,29.6
绵阳,2024-08,39.0,21.0,34.4
绵阳,2024-09,38.0,14.0,31.2
绵阳,2024-10,26.0,12.0,21.2
绵阳,2024-11,24.0,4.0,16.6
聊城,2023-12,18.0,-15.0,4.0
聊城,2024-01,10.0,-9.0,4.4
聊城,2024-02,19.0,-7.0,6.6
聊城,2024-03,23.0,-2.0,15.7
聊城,2024-04,29.0,5.0,22.7
聊城,2024-05,35.0,11.0,27.8
聊城,2024-06,40.0,18.0,33.9
聊城,2024-07,36.0,17.0,31.4
聊城,2024-08,36.0,20.0,32.6
聊城,2024-09,34.0,11.0,27.8
聊城,2024-10,27.0,5.0,21.1
聊城,2024-11,23.0,-4.0,14.9
肇庆,2023-12,29.0,5.0,19.5
肇庆,2024-01,26.0,4.0,18.7
肇庆,2024-02,30.0,7.0,19.8
肇庆,2024-03,31.0,7.0,22.6
肇庆,2024-04,34.0,19.0,28.3
肇庆,2024-05,32.0,19.0,28.4
肇庆,2024-06,35.0,23.0,31.5
肇庆,2024-07,37.0,25.0,33.5
肇庆,2024-08,37.0,25.0,33.9
肇庆,2024-09,36.0,22.0,32.3
肇庆,2024-10,33.0,18.0,29.2
肇庆,2024-11,31.0,11.0,25.0
自贡,2023-12,19.0,2.0,13.4
自贡,2024-01,18.0,1.0,12.6
自贡,2024-02,22.0,4.0,13.6
自贡,2024-03,29.0,7.0,20.7
自贡,2024-04,33.0,13.0,25.1
自贡,2024-05,36.0,15.0,27.6
自贡,2024-06,36.0,19.0,28.0
自贡,2024-07,37.0,23.0,31.6
自贡,2024-08,41.0,22.0,36.4
自贡,2024-09,39.0,15.0,34.0
自贡,2024-10,28.0,14.0,21.7
自贡,2024-11,25.0,8.0,17.2
舟山,2023-12,24.0,-3.0,12.2
舟山,2024-01,18.0,-1.0,10.4
舟山,2024-02,26.0,0.0,10.1
舟山,2024-03,28.0,0.0,15.4
舟山,2024-04,26.0,8.0,19.4
舟山,2024-05,31.0,11.0,23.5
舟山,2024-06,32.0,17.0,26.3
舟山,2024-07,36.0,24.0,32.2
舟山,2024-08,38.0,24.0,34.4
舟山,2024-09,35.0,21.0,30.4
舟山,2024-10,29.0,15.0,23.4
舟山,2024-11,24.0,6.0,18.7
芜湖,2023-12,24.0,-6.0,9.6
芜湖,2024-01,18.0,-5.0,8.8
芜湖,2024-02,27.0,-3.0,8.4
芜湖,2024-03,31.0,-1.0,17.0
芜湖,2024-04,28.0,8.0,22.0
芜湖,2024-05,33.0,13.0,26.3
芜湖,2024-06,34.0,17.0,28.7
芜湖,2024-07,38.0,22.0,33.6
芜湖,2024-08,39.0,24.0,35.5
芜湖,2024-09,37.0,16.0,31.1
芜湖,2024-10,27.0,9.0,21.4
芜湖,2024-11,23.0,4.0,17.4
苏州,2023-12,23.0,-5.0,9.9
苏州,2024-01,20.0,-5.0,9.4
苏州,2024-02,24.0,-1.0,8.8
苏州,2024-03,31.0,0.0,16.3
苏州,2024-04,28.0,8.0,20.9
苏州,2024-05,34.0,12.0,25.8
苏州,2024-06,34.0,18.0,28.1
苏州,2024-07,39.0,23.0,34.5
苏州,2024-08,39.0,26.0,35.7
苏州,2024-09,36.0,18.0,30.6
苏州,2024-10,30.0,11.0,21.9
苏州,2024-11,24.0,4.0,17.7
茂名,2023-12,30.0,6.0,22.2
茂名,2024-01,27.0,5.0,21.0
茂名,2024-02,28.0,8.0,22.2
茂名,2024-03,31.0,9.0,24.2
茂名,2024-04,34.0,22.0,29.1
茂名,2024-05,34.0,22.0,29.8
茂名,2024-06,34.0,24.0,32.0
茂名,2024-07,35.0,25.0,32.6
茂名,2024-08,36.0,25.0,33.4
茂名,2024-09,36.0,22.0,32.4
茂名,2024-10,35.0,18.0,30.3
茂名,2024-11,32.0,11.0,27.3
荆州,2023-12,23.0,-4.0,10.2
荆州,2024-01,18.0,-5.0,9.4
荆州,2024-02,26.0,-2.0,8.2
荆州,2024-03,30.0,1.0,18.1
荆州,2024-04,32.0,11.0,23.0
荆州,2024-05,36.0,14.0,28.3
荆州,2024-06,37.0,18.0,29.3
荆州,2024-07,38.0,22.0,33.2
荆州,2024-08,39.0,24.0,35.1
荆州,2024-09,39.0,15.0,32.7
荆州,2024-10,30.0,9.0,23.5
荆州,2024-11,25.0,3.0,18.5
荆门,2023-12,23.0,-3.0,9.2
荆门,2024-01,18.0,-4.0,8.8
荆门,2024-02,22.0,-6.0,7.4
荆门,2024-03,29.0,1.0,17.7
荆门,2024-04,29.0,10.0,22.4
荆门,2024-05,34.0,13.0,27.3
荆门,2024-06,37.0,18.0,30.0
荆门,2024-07,38.0,21.0,31.8
荆门,2024-08,38.0,23.0,34.4
荆门,2024-09,39.0,15.0,31.3
荆门,2024-10,29.0,7.0,22.4
荆门,2024-11,23.0,5.0,17.3
莆田,2023-12,28.0,5.0,18.5
莆田,2024-01,25.0,3.0,17.3
莆田,2024-02,29.0,7.0,17.3
莆田,2024-03,31.0,7.0,20.2
莆田,2024-04,32.0,15.0,24.7
莆田,2024-05,31.0,16.0,26.2
莆田,2024-06,35.0,19.0,30.1
莆田,2024-07,38.0,26.0,34.3
莆田,2024-08,36.0,25.0,32.8
莆田,2024-09,35.0,22.0,31.6
莆田,2024-10,32.0,19.0,27.2
莆田,2024-11,31.0,10.0,23.4
莱芜,2023-12,19.0,-14.0,4.2
莱芜,2024-01,12.0,-12.0,4.5
莱芜,2024-02,20.0,-8.0,5.6
莱芜,2024-03,24.0,-4.0,15.3
莱芜,2024-04,30.0,7.0,23.9
莱芜,2024-05,35.0,10.0,28.1
莱芜,2024-06,38.0,19.0,32.9
莱芜,2024-07,36.0,17.0,30.8
莱芜,2024-08,35.0,19.0,32.3
莱芜,2024-09,33.0,9.0,28.1
莱芜,2024-10,26.0,3.0,20.3
莱芜,2024-11,23.0,-6.0,14.3
菏泽,2023-12,22.0,-9.0,5.4
菏泽,2024-01,13.0,-8.0,5.8
菏泽,2024-02,21.0,-7.0,7.0
菏泽,2024-03,25.0,-1.0,16.5
菏泽,2024-04,29.0,6.0,23.3
菏泽,2024-05,36.0,12.0,28.6
菏泽,2024-06,39.0,19.0,33.9
菏泽,2024-07,36.0,19.0,31.5
菏泽,2024-08,36.0,22.0,33.2
菏泽,2024-09,36.0,11.0,28.3
菏泽,2024-10,28.0,6.0,21.7
菏泽,2024-11,24.0,0.0,15.4
萍乡,2023-12,23.0,-3.0,12.8
萍乡,2024-01,23.0,-5.0,11.2
萍乡,2024-02,30.0,-2.0,9.3
萍乡,2024-03,33.0,3.0,18.8
萍乡,2024-04,32.0,14.0,23.2
萍乡,2024-05,36.0,14.0,26.8
萍乡,2024-06,34.0,18.0,28.2
萍乡,2024-07,40.0,24.0,35.8
萍乡,2024-08,38.0,25.0,34.9
萍乡,2024-09,38.0,19.0,33.0
萍乡,2024-10,31.0,9.0,23.8
萍乡,2024-11,27.0,5.0,20.0
营口,2023-12,14.0,-22.0,-1.7
营口,2024-01,5.0,-20.0,-1.9
营口,2024-02,12.0,-18.0,0.1
营口,2024-03,16.0,-8.0,7.6
营口,2024-04,24.0,0.0,17.2
营口,2024-05,26.0,10.0,22.0
营口,2024-06,31.0,15.0,26.6
营口,2024-07,34.0,19.0,28.3
营口,2024-08,33.0,19.0,29.6
营口,2024-09,29.0,7.0,23.4
营口,2024-10,22.0,-2.0,16.4
营口,2024-11,19.0,-6.0,10.0
葫芦岛,2023-12,10.0,-21.0,-1.0
葫芦岛,2024-01,7.0,-20.0,-0.3
葫芦岛,2024-02,14.0,-20.0,1.4
葫芦岛,2024-03,17.0,-9.0,9.4
葫芦岛,2024-04,27.0,1.0,17.9
葫芦岛,2024-05,30.0,9.0,23.8
葫芦岛,2024-06,35.0,13.0,27.7
葫芦岛,2024-07,34.0,18.0,28.9
葫芦岛,2024-08,32.0,17.0,29.4
葫芦岛,2024-09,30.0,6.0,23.9
葫芦岛,2024-10,25.0,-3.0,17.5
葫芦岛,2024-11,21.0,-10.0,10.9
蚌埠,2023-12,24.0,-9.0,8.3
蚌埠,2024-01,18.0,-7.0,7.5
蚌埠,2024-02,24.0,-8.0,6.8
蚌埠,2024-03,28.0,0.0,15.9
蚌埠,2024-04,28.0,6.0,22.3
蚌埠,2024-05,34.0,11.0,27.8
蚌埠,2024-06,38.0,17.0,31.9
蚌埠,2024-07,38.0,21.0,32.6
蚌埠,2024-08,38.0,23.0,34.6
蚌埠,2024-09,36.0,13.0,29.7
蚌埠,2024-10,27.0,5.0,21.8
蚌埠,2024-11,23.0,1.0,16.7
衡水,2023-12,22.0,-17.0,3.1
衡水,2024-01,9.0,-10.0,3.9
衡水,2024-02,18.0,-7.0,6.4
衡水,2024-03,25.0,-3.0,16.4
衡水,2024-04,30.0,5.0,23.0
衡水,2024-05,35.0,12.0,28.3
衡水,2024-06,41.0,17.0,35.1
衡水,2024-07,38.0,19.0,32.4
衡水,2024-08,36.0,19.0,32.7
衡水,2024-09,33.0,10.0,26.8
衡水,2024-10,28.0,3.0,20.7
衡水,2024-11,23.0,-2.0,14.5
衡阳,2023-12,28.0,-1.0,13.0
衡阳,2024-01,23.0,-4.0,10.1
衡阳,2024-02,30.0,-2.0,9.4
衡阳,2024-03,33.0,3.0,18.5
衡阳,2024-04,33.0,12.0,23.6
衡阳,2024-05,34.0,15.0,26.6
衡阳,2024-06,35.0,18.0,28.8
衡阳,2024-07,39.0,22.0,35.4
衡阳,2024-08,38.0,24.0,34.1
衡阳,2024-09,38.0,18.0,32.6
衡阳,2024-10,30.0,11.0,23.4
衡阳,2024-11,27.0,6.0,20.1
衢州,2023-12,23.0,-5.0,12.8
衢州,2024-01,21.0,-6.0,11.6
衢州,2024-02,28.0,0.0,10.6
衢州,2024-03,33.0,0.0,19.2
衢州,2024-04,32.0,12.0,23.1
衢州,2024-05,35.0,13.0,27.0
衢州,2024-06,34.0,16.0,27.0
衢州,2024-07,39.0,25.0,36.3
衢州,2024-08,42.0,24.0,36.8
衢州,2024-09,38.0,18.0,32.7
衢州,2024-10,32.0,11.0,23.5
衢州,2024-11,25.0,2.0,19.1
襄樊,2023-12,21.0,-3.0,8.3
襄樊,2024-01,14.0,-4.0,7.8
襄樊,2024-02,18.0,-5.0,7.2
襄樊,2024-03,27.0,1.0,17.3
襄樊,2024-04,28.0,10.0,21.9
襄樊,2024-05,33.0,13.0,27.3
襄樊,2024-06,37.0,18.0,30.3
襄樊,2024-07,36.0,21.0,30.6
襄樊,2024-08,36.0,22.0,33.4
襄樊,2024-09,37.0,13.0,30.0
襄樊,2024-10,29.0,7.0,21.9
襄樊,2024-11,24.0,3.0,16.2
西宁,2023-12,11.0,-18.0,4.4
西宁,2024-01,10.0,-17.0,3.0
西宁,2024-02,16.0,-13.0,3.6
西宁,2024-03,21.0,-9.0,10.7
西宁,2024-04,23.0,1.0,15.3
西宁,2024-05,30.0,2.0,20.8
西宁,2024-06,27.0,7.0,21.9
西宁,2024-07,29.0,10.0,23.5
西宁,2024-08,29.0,8.0,24.9
西宁,2024-09,27.0,0.0,19.1
西宁,2024-10,20.0,-2.0,13.8
西宁,2024-11,17.0,-12.0,7.3
西安,2023-12,22.0,-7.0,7.4
西安,2024-01,16.0,-8.0,6.6
西安,2024-02,17.0,-4.0,7.3
西安,2024-03,31.0,0.0,18.2
西安,2024-04,31.0,9.0,24.4
西安,2024-05,38.0,11.0,29.5
西安,2024-06,40.0,15.0,32.8
西安,2024-07,37.0,20.0,30.8
西安,2024-08,39.0,20.0,34.4
西安,2024-09,39.0,12.0,31.5
西安,2024-10,28.0,6.0,21.0
西安,2024-11,19.0,-2.0,14.0
西沙,2023-12,29.0,21.0,26.8
西沙,2024-01,27.0,21.0,25.6
西沙,2024-02,29.0,20.0,26.7
西沙,2024-03,31.0,23.0,28.7
西沙,2024-04,33.0,26.0,31.0
西沙,2024-05,34.0,26.0,31.3
西沙,2024-06,33.0,27.0,31.8
西沙,2024-07,34.0,26.0,31.7
西沙,2024-08,34.0,26.0,32.6
西沙,2024-09,33.0,26.0,31.5
西沙,2024-10,32.0,25.0,30.0
西沙,2024-11,30.0,23.0,28.4
许昌,2023-12,21.0,-9.0,7.1
许昌,2024-01,14.0,-7.0,7.1
许昌,2024-02,19.0,-11.0,7.3
许昌,2024-03,27.0,0.0,16.5
许昌,2024-04,28.0,5.0,22.5
许昌,2024-05,35.0,9.0,29.3
许昌,2024-06,40.0,18.0,34.2
许昌,2024-07,36.0,19.0,31.5
许昌,2024-08,36.0,22.0,33.0
许昌,2024-09,37.0,12.0,28.6
许昌,2024-10,28.0,4.0,22.4
许昌,2024-11,24.0,0.0,16.3
贵港,2023-12,29.0,4.0,18.9
贵港,2024-01,25.0,3.0,16.3
贵港,2024-02,29.0,4.0,16.9
贵港,2024-03,31.0,7.0,22.5
贵港,2024-04,34.0,16.0,28.4
贵港,2024-05,35.0,19.0,28.4
贵港,2024-06,35.0,23.0,31.2
贵港,2024-07,36.0,24.0,33.2
贵港,2024-08,37.0,25.0,33.0
贵港,2024-09,36.0,22.0,32.0
贵港,2024-10,33.0,16.0,28.6
贵港,2024-11,33.0,13.0,26.1
贵阳,2023-12,23.0,-2.0,11.8
贵阳,2024-01,20.0,-6.0,9.6
贵阳,2024-02,27.0,-3.0,10.8
贵阳,2024-03,29.0,0.0,18.5
贵阳,2024-04,31.0,10.0,23.2
贵阳,2024-05,30.0,10.0,21.6
贵阳,2024-06,29.0,14.0,23.6
贵阳,2024-07,35.0,20.0,28.3
贵阳,2024-08,34.0,19.0,29.8
贵阳,2024-09,32.0,12.0,28.3
贵阳,2024-10,25.0,8.0,20.3
贵阳,2024-11,26.0,5.0,17.0
贺州地区,2023-12,29.0,0.0,17.0
贺州地区,2024-01,25.0,0.0,14.7
贺州地区,2024-02,28.0,1.0,13.0
贺州地区,2024-03,30.0,5.0,21.0
贺州地区,2024-04,32.0,14.0,25.1
贺州地区,2024-05,35.0,17.0,27.5
贺州地区,2024-06,34.0,20.0,30.4
贺州地区,2024-07,39.0,24.0,34.1
贺州地区,2024-08,37.0,24.0,33.7
贺州地区,2024-09,37.0,21.0,32.8
贺州地区,2024-10,32.0,14.0,28.0
贺州地区,2024-11,31.0,10.0,24.2
资阳,2023-12,18.0,0.0,12.9
资阳,2024-01,18.0,0.0,11.7
资阳,2024-02,22.0,1.0,13.3
资阳,2024-03,31.0,5.0,20.8
资阳,2024-04,34.0,12.0,25.2
资阳,2024-05,37.0,14.0,28.3
资阳,2024-06,35.0,18.0,28.4
资阳,2024-07,37.0,22.0,30.4
资阳,2024-08,41.0,22.0,36.3
资阳,2024-09,38.0,15.0,33.8
资阳,2024-10,27.0,12.0,21.4
资阳,2024-11,24.0,4.0,16.8
赣州,2023-12,29.0,-1.0,15.5
赣州,2024-01,25.0,-2.0,14.6
赣州,2024-02,29.0,2.0,14.1
赣州,2024-03,30.0,4.0,20.0
赣州,2024-04,32.0,15.0,25.1
赣州,2024-05,34.0,17.0,27.9
赣州,2024-06,36.0,18.0,30.6
赣州,2024-07,39.0,25.0,35.5
赣州,2024-08,38.0,25.0,34.6
赣州,2024-09,37.0,18.0,32.8
赣州,2024-10,33.0,12.0,25.7
赣州,2024-11,28.0,6.0,21.3
赤峰,2023-12,11.0,-24.0,-4.2
赤峰,2024-01,5.0,-23.0,-3.2
赤峰,2024-02,16.0,-20.0,0.6
赤峰,2024-03,19.0,-14.0,8.3
赤峰,2024-04,29.0,-4.0,17.5
赤峰,2024-05,34.0,6.0,23.7
赤峰,2024-06,35.0,12.0,28.8
赤峰,2024-07,34.0,14.0,29.4
赤峰,2024-08,32.0,14.0,27.0
赤峰,2024-09,27.0,4.0,21.7
赤峰,2024-10,23.0,-6.0,15.2
赤峰,2024-11,16.0,-12.0,7.9
辽源,2023-12,11.0,-28.0,-6.0
辽源,2024-01,2.0,-29.0,-5.8
辽源,2024-02,12.0,-27.0,-2.2
辽源,2024-03,17.0,-17.0,6.0
辽源,2024-04,26.0,-7.0,17.5
辽源,2024-05,29.0,4.0,21.4
辽源,2024-06,34.0,11.0,27.2
辽源,2024-07,32.0,13.0,28.2
辽源,2024-08,31.0,13.0,29.0
辽源,2024-09,28.0,3.0,22.3
辽源,2024-10,24.0,-7.0,15.1
辽源,2024-11,16.0,-16.0,5.8
辽阳,2023-12,14.0,-26.0,-2.3
辽阳,2024-01,5.0,-22.0,-2.2
辽阳,2024-02,12.0,-20.0,-0.3
辽阳,2024-03,17.0,-9.0,8.9
辽阳,2024-04,25.0,-2.0,19.6
辽阳,2024-05,30.0,8.0,24.2
辽阳,2024-06,35.0,12.0,29.7
辽阳,2024-07,35.0,18.0,29.6
辽阳,2024-08,34.0,17.0,31.1
辽阳,2024-09,29.0,6.0,24.3
辽阳,2024-10,24.0,-4.0,17.9
辽阳,2024-11,20.0,-10.0,10.0
达州,2023-12,18.0,1.0,11.8
达州,2024-01,17.0,1.0,10.7
达州,2024-02,22.0,1.0,11.9
达州,2024-03,29.0,5.0,19.2
达州,2024-04,32.0,13.0,24.2
达州,2024-05,36.0,14.0,27.6
达州,2024-06,38.0,18.0,29.0
达州,2024-07,38.0,23.0,32.2
达州,2024-08,41.0,22.0,36.8
达州,2024-09,41.0,15.0,36.0
达州,2024-10,29.0,13.0,22.6
达州,2024-11,23.0,2.0,16.9
运城,2023-12,21.0,-11.0,5.7
运城,2024-01,11.0,-10.0,5.3
运城,2024-02,19.0,-6.0,6.9
运城,2024-03,29.0,-2.0,18.2
运城,2024-04,33.0,8.0,24.7
运城,2024-05,37.0,11.0,29.6
运城,2024-06,41.0,16.0,32.9
运城,2024-07,36.0,20.0,31.8
运城,2024-08,36.0,20.0,32.9
运城,2024-09,36.0,8.0,29.8
运城,2024-10,28.0,4.0,21.7
运城,2024-11,21.0,-5.0,14.4
连云港,2023-12,21.0,-9.0,7.0
连云港,2024-01,11.0,-8.0,5.9
连云港,2024-02,23.0,-8.0,6.5
连云港,2024-03,23.0,-3.0,14.1
连云港,2024-04,26.0,4.0,20.7
连云港,2024-05,33.0,9.0,26.2
连云港,2024-06,38.0,16.0,31.4
连云港,2024-07,36.0,21.0,30.8
连云港,2024-08,36.0,21.0,32.7
连云港,2024-09,34.0,14.0,28.9
连云港,2024-10,26.0,5.0,21.0
连云港,2024-11,23.0,-2.0,16.0
通化,2023-12,9.0,-31.0,-5.0
通化,2024-01,0.0,-28.0,-4.7
通化,2024-02,7.0,-21.0,-0.3
通化,2024-03,15.0,-14.0,5.5
通化,2024-04,25.0,-3.0,17.6
通化,2024-05,28.0,3.0,20.4
通化,2024-06,31.0,9.0,25.7
通化,2024-07,31.0,16.0,27.7
通化,2024-08,32.0,15.0,28.9
通化,2024-09,28.0,5.0,22.6
通化,2024-10,24.0,-4.0,15.2
通化,2024-11,20.0,-16.0,6.2
通辽,2023-12,6.0,-23.0,-7.1
通辽,2024-01,2.0,-22.0,-6.3
通辽,2024-02,11.0,-19.0,-2.0
通辽,2024-03,16.0,-14.0,6.4
通辽,2024-04,27.0,-4.0,17.6
通辽,2024-05,31.0,6.0,23.1
通辽,2024-06,36.0,11.0,29.1
通辽,2024-07,33.0,16.0,28.8
通辽,2024-08,32.0,15.0,28.1
